customer_id,name,email,city,region,signup_date,age_group,gender
12429,Customer 12429,customer12429@retail.example.com,Denmark,Europe,2010-06-11,35-44,Female
12430,Customer 12430,customer12430@retail.example.com,Norway,Europe,2011-10-27,25-34,Male
12431,Customer 12431,customer12431@retail.example.com,Belgium,Europe,2010-01-15,18-24,Male
12432,Customer 12432,customer12432@retail.example.com,Norway,Europe,2011-06-20,25-34,Female
12433,Customer 12433,customer12433@retail.example.com,Norway,Europe,2010-08-20,25-34,Female
12434,Customer 12434,customer12434@retail.example.com,Australia,Asia-Pacific,2010-11-23,45-54,Female
12435,Customer 12435,customer12435@retail.example.com,Denmark,Europe,2009-12-02,35-44,Female
12436,Customer 12436,customer12436@retail.example.com,Norway,Europe,2011-09-01,55+,Female
12437,Customer 12437,customer12437@retail.example.com,France,Europe,2009-12-02,35-44,Female
12438,Customer 12438,customer12438@retail.example.com,Norway,Europe,2011-07-22,25-34,Male
12439,Customer 12439,customer12439@retail.example.com,Cyprus,Europe,2009-12-14,45-54,Male
12440,Customer 12440,customer12440@retail.example.com,Austria,Europe,2009-12-22,45-54,Female
12441,Customer 12441,customer12441@retail.example.com,France,Europe,2010-12-08,35-44,Female
12442,Customer 12442,customer12442@retail.example.com,Spain,Europe,2011-12-06,45-54,Female
12443,Customer 12443,customer12443@retail.example.com,Norway,Europe,2009-12-07,35-44,Male
12444,Customer 12444,customer12444@retail.example.com,Norway,Europe,2011-06-21,35-44,Male
12445,Customer 12445,customer12445@retail.example.com,Spain,Europe,2010-10-15,35-44,Female
12446,Customer 12446,customer12446@retail.example.com,RSA,Africa,2011-10-13,18-24,Female
12447,Customer 12447,customer12447@retail.example.com,Belgium,Europe,2011-04-10,25-34,Male
12448,Customer 12448,customer12448@retail.example.com,Spain,Europe,2011-10-26,18-24,Female
12449,Customer 12449,customer12449@retail.example.com,Denmark,Europe,2010-09-27,35-44,Female
12450,Customer 12450,customer12450@retail.example.com,Spain,Europe,2010-08-22,25-34,Male
12451,Customer 12451,customer12451@retail.example.com,Switzerland,Europe,2010-06-28,35-44,Female
12452,Customer 12452,customer12452@retail.example.com,Switzerland,Europe,2011-11-23,55+,Female
12453,Customer 12453,customer12453@retail.example.com,Austria,Europe,2011-07-28,25-34,Male
12454,Customer 12454,customer12454@retail.example.com,Spain,Europe,2010-10-14,25-34,Male
12455,Customer 12455,customer12455@retail.example.com,Cyprus,Europe,2009-12-18,45-54,Female
12456,Customer 12456,customer12456@retail.example.com,Switzerland,Europe,2011-03-30,25-34,Male
12457,Customer 12457,customer12457@retail.example.com,Switzerland,Europe,2010-09-30,18-24,Female
12458,Customer 12458,customer12458@retail.example.com,Switzerland,Europe,2010-08-09,25-34,Male
12459,Customer 12459,customer12459@retail.example.com,Spain,Europe,2010-04-13,25-34,Female
12460,Customer 12460,customer12460@retail.example.com,Belgium,Europe,2010-09-09,55+,Male
12461,Customer 12461,customer12461@retail.example.com,Switzerland,Europe,2011-07-08,45-54,Male
12462,Customer 12462,customer12462@retail.example.com,Spain,Europe,2011-02-09,35-44,Female
12463,Customer 12463,customer12463@retail.example.com,Belgium,Europe,2011-04-12,45-54,Male
12464,Customer 12464,customer12464@retail.example.com,Belgium,Europe,2011-02-03,45-54,Male
12465,Customer 12465,customer12465@retail.example.com,Belgium,Europe,2011-06-23,25-34,Male
12467,Customer 12467,customer12467@retail.example.com,USA,North America,2010-10-12,55+,Female
12468,Customer 12468,customer12468@retail.example.com,Germany,Europe,2010-01-26,35-44,Male
12469,Customer 12469,customer12469@retail.example.com,Thailand,Other,2010-06-21,45-54,Male
12470,Customer 12470,customer12470@retail.example.com,Unspecified,Other,2010-01-19,55+,Female
12471,Customer 12471,customer12471@retail.example.com,Germany,Europe,2009-12-07,25-34,Male
12472,Customer 12472,customer12472@retail.example.com,Germany,Europe,2009-12-14,25-34,Female
12473,Customer 12473,customer12473@retail.example.com,Germany,Europe,2011-06-01,25-34,Female
12474,Customer 12474,customer12474@retail.example.com,Germany,Europe,2010-02-11,35-44,Female
12475,Customer 12475,customer12475@retail.example.com,Germany,Europe,2010-10-26,45-54,Female
12476,Customer 12476,customer12476@retail.example.com,Germany,Europe,2010-07-26,45-54,Male
12477,Customer 12477,customer12477@retail.example.com,Germany,Europe,2010-03-26,18-24,Female
12478,Customer 12478,customer12478@retail.example.com,Greece,Europe,2011-12-06,35-44,Male
12479,Customer 12479,customer12479@retail.example.com,Germany,Europe,2011-11-28,25-34,Female
12480,Customer 12480,customer12480@retail.example.com,Germany,Europe,2010-07-20,25-34,Female
12481,Customer 12481,customer12481@retail.example.com,Germany,Europe,2010-04-11,25-34,Female
12482,Customer 12482,customer12482@retail.example.com,Sweden,Europe,2010-02-24,25-34,Female
12483,Customer 12483,customer12483@retail.example.com,Sweden,Europe,2010-01-31,55+,Male
12484,Customer 12484,customer12484@retail.example.com,Spain,Europe,2010-01-27,25-34,Male
12485,Customer 12485,customer12485@retail.example.com,Sweden,Europe,2010-06-28,35-44,Male
12486,Customer 12486,customer12486@retail.example.com,Sweden,Europe,2010-10-04,45-54,Female
12487,Customer 12487,customer12487@retail.example.com,Sweden,Europe,2009-12-09,25-34,Female
12488,Customer 12488,customer12488@retail.example.com,France,Europe,2011-09-25,55+,Female
12489,Customer 12489,customer12489@retail.example.com,France,Europe,2011-01-07,55+,Female
12490,Customer 12490,customer12490@retail.example.com,France,Europe,2009-12-01,25-34,Female
12491,Customer 12491,customer12491@retail.example.com,France,Europe,2011-11-01,35-44,Male
12492,Customer 12492,customer12492@retail.example.com,Germany,Europe,2010-11-01,25-34,Female
12493,Customer 12493,customer12493@retail.example.com,France,Europe,2011-05-26,25-34,Male
12494,Customer 12494,customer12494@retail.example.com,France,Europe,2010-05-12,18-24,Female
12495,Customer 12495,customer12495@retail.example.com,Sweden,Europe,2010-03-09,35-44,Female
12496,Customer 12496,customer12496@retail.example.com,Spain,Europe,2010-03-29,35-44,Male
12497,Customer 12497,customer12497@retail.example.com,Germany,Europe,2010-03-05,18-24,Female
12498,Customer 12498,customer12498@retail.example.com,Germany,Europe,2011-10-13,25-34,Male
12499,Customer 12499,customer12499@retail.example.com,Germany,Europe,2010-05-28,55+,Female
12500,Customer 12500,customer12500@retail.example.com,Germany,Europe,2010-02-04,25-34,Female
12501,Customer 12501,customer12501@retail.example.com,Germany,Europe,2011-01-07,25-34,Male
12502,Customer 12502,customer12502@retail.example.com,Spain,Europe,2011-02-03,35-44,Female
12503,Customer 12503,customer12503@retail.example.com,Spain,Europe,2010-05-04,55+,Female
12504,Customer 12504,customer12504@retail.example.com,Germany,Europe,2010-04-22,25-34,Male
12505,Customer 12505,customer12505@retail.example.com,Italy,Europe,2010-10-27,35-44,Female
12506,Customer 12506,customer12506@retail.example.com,France,Europe,2011-04-21,45-54,Male
12507,Customer 12507,customer12507@retail.example.com,Spain,Europe,2010-05-04,25-34,Male
12508,Customer 12508,customer12508@retail.example.com,France,Europe,2011-11-10,45-54,Other
12509,Customer 12509,customer12509@retail.example.com,France,Europe,2011-02-28,25-34,Female
12510,Customer 12510,customer12510@retail.example.com,Spain,Europe,2009-12-04,35-44,Female
12511,Customer 12511,customer12511@retail.example.com,Greece,Europe,2010-10-07,35-44,Male
12512,Customer 12512,customer12512@retail.example.com,Israel,Other,2011-10-04,35-44,Female
12513,Customer 12513,customer12513@retail.example.com,France,Europe,2011-08-19,18-24,Female
12514,Customer 12514,customer12514@retail.example.com,Italy,Europe,2010-03-08,45-54,Female
12515,Customer 12515,customer12515@retail.example.com,Italy,Europe,2010-12-21,25-34,Female
12516,Customer 12516,customer12516@retail.example.com,Germany,Europe,2010-04-19,25-34,Female
12517,Customer 12517,customer12517@retail.example.com,Germany,Europe,2011-06-02,18-24,Male
12518,Customer 12518,customer12518@retail.example.com,Germany,Europe,2011-08-21,35-44,Male
12519,Customer 12519,customer12519@retail.example.com,Germany,Europe,2010-08-20,35-44,Female
12520,Customer 12520,customer12520@retail.example.com,Germany,Europe,2011-03-11,18-24,Female
12521,Customer 12521,customer12521@retail.example.com,Germany,Europe,2011-07-20,35-44,Female
12522,Customer 12522,customer12522@retail.example.com,Germany,Europe,2011-10-19,25-34,Male
12523,Customer 12523,customer12523@retail.example.com,France,Europe,2009-12-07,35-44,Female
12524,Customer 12524,customer12524@retail.example.com,Germany,Europe,2010-02-08,25-34,Male
12525,Customer 12525,customer12525@retail.example.com,France,Europe,2010-03-02,35-44,Female
12526,Customer 12526,customer12526@retail.example.com,Germany,Europe,2011-09-06,25-34,Male
12527,Customer 12527,customer12527@retail.example.com,Germany,Europe,2010-06-28,55+,Female
12528,Customer 12528,customer12528@retail.example.com,Germany,Europe,2011-01-31,25-34,Male
12529,Customer 12529,customer12529@retail.example.com,France,Europe,2010-06-29,25-34,Female
12530,Customer 12530,customer12530@retail.example.com,Germany,Europe,2010-03-07,25-34,Male
12531,Customer 12531,customer12531@retail.example.com,Germany,Europe,2010-01-22,55+,Female
12532,Customer 12532,customer12532@retail.example.com,France,Europe,2011-11-09,45-54,Male
12533,Customer 12533,customer12533@retail.example.com,Germany,Europe,2009-12-01,25-34,Male
12534,Customer 12534,customer12534@retail.example.com,Germany,Europe,2011-08-01,35-44,Female
12535,Customer 12535,customer12535@retail.example.com,France,Europe,2011-06-06,45-54,Male
12536,Customer 12536,customer12536@retail.example.com,France,Europe,2011-10-11,35-44,Female
12537,Customer 12537,customer12537@retail.example.com,Sweden,Europe,2010-10-27,35-44,Female
12538,Customer 12538,customer12538@retail.example.com,Spain,Europe,2010-11-26,25-34,Female
12539,Customer 12539,customer12539@retail.example.com,Spain,Europe,2009-12-23,18-24,Female
12540,Customer 12540,customer12540@retail.example.com,Spain,Europe,2009-12-07,55+,Male
12541,Customer 12541,customer12541@retail.example.com,Spain,Europe,2011-03-04,55+,Male
12542,Customer 12542,customer12542@retail.example.com,Spain,Europe,2010-03-09,35-44,Female
12543,Customer 12543,customer12543@retail.example.com,Spain,Europe,2010-09-17,25-34,Female
12544,Customer 12544,customer12544@retail.example.com,Spain,Europe,2011-11-03,25-34,Male
12545,Customer 12545,customer12545@retail.example.com,Spain,Europe,2011-03-25,45-54,Male
12546,Customer 12546,customer12546@retail.example.com,Spain,Europe,2011-09-23,55+,Female
12547,Customer 12547,customer12547@retail.example.com,Spain,Europe,2010-07-27,55+,Male
12548,Customer 12548,customer12548@retail.example.com,Spain,Europe,2011-06-26,45-54,Female
12549,Customer 12549,customer12549@retail.example.com,USA,North America,2010-01-11,35-44,Female
12550,Customer 12550,customer12550@retail.example.com,Spain,Europe,2011-09-21,18-24,Male
12551,Customer 12551,customer12551@retail.example.com,Spain,Europe,2010-12-17,25-34,Female
12552,Customer 12552,customer12552@retail.example.com,Italy,Europe,2011-10-31,55+,Female
12553,Customer 12553,customer12553@retail.example.com,France,Europe,2010-10-12,35-44,Female
12554,Customer 12554,customer12554@retail.example.com,Spain,Europe,2010-09-17,18-24,Male
12556,Customer 12556,customer12556@retail.example.com,Spain,Europe,2011-07-11,25-34,Male
12557,Customer 12557,customer12557@retail.example.com,Spain,Europe,2009-12-17,35-44,Female
12558,Customer 12558,customer12558@retail.example.com,USA,North America,2011-12-02,18-24,Female
12559,Customer 12559,customer12559@retail.example.com,Germany,Europe,2011-01-24,25-34,Female
12560,Customer 12560,customer12560@retail.example.com,Germany,Europe,2011-07-19,35-44,Female
12561,Customer 12561,customer12561@retail.example.com,Germany,Europe,2011-02-10,35-44,Female
12562,Customer 12562,customer12562@retail.example.com,France,Europe,2010-09-30,35-44,Male
12563,Customer 12563,customer12563@retail.example.com,Italy,Europe,2010-10-27,25-34,Female
12564,Customer 12564,customer12564@retail.example.com,France,Europe,2011-03-23,45-54,Female
12565,Customer 12565,customer12565@retail.example.com,Saudi Arabia,Middle East,2011-02-24,25-34,Female
12566,Customer 12566,customer12566@retail.example.com,Germany,Europe,2011-09-14,25-34,Female
12567,Customer 12567,customer12567@retail.example.com,France,Europe,2010-02-11,45-54,Male
12568,Customer 12568,customer12568@retail.example.com,Germany,Europe,2010-03-05,35-44,Female
12569,Customer 12569,customer12569@retail.example.com,Germany,Europe,2011-04-01,45-54,Female
12571,Customer 12571,customer12571@retail.example.com,France,Europe,2011-08-10,35-44,Female
12572,Customer 12572,customer12572@retail.example.com,Germany,Europe,2011-10-19,35-44,Female
12573,Customer 12573,customer12573@retail.example.com,France,Europe,2010-08-31,18-24,Female
12574,Customer 12574,customer12574@retail.example.com,France,Europe,2011-01-28,25-34,Female
12575,Customer 12575,customer12575@retail.example.com,France,Europe,2010-07-01,25-34,Female
12576,Customer 12576,customer12576@retail.example.com,Poland,Europe,2010-07-01,25-34,Female
12577,Customer 12577,customer12577@retail.example.com,France,Europe,2009-12-03,55+,Female
12578,Customer 12578,customer12578@retail.example.com,Italy,Europe,2010-09-22,25-34,Female
12579,Customer 12579,customer12579@retail.example.com,France,Europe,2011-09-22,55+,Male
12580,Customer 12580,customer12580@retail.example.com,Germany,Europe,2010-05-12,35-44,Female
12581,Customer 12581,customer12581@retail.example.com,Germany,Europe,2011-10-31,45-54,Female
12582,Customer 12582,customer12582@retail.example.com,Finland,Europe,2010-05-11,35-44,Female
12583,Customer 12583,customer12583@retail.example.com,France,Europe,2009-12-06,35-44,Female
12584,Customer 12584,customer12584@retail.example.com,Italy,Europe,2011-03-04,35-44,Male
12585,Customer 12585,customer12585@retail.example.com,Germany,Europe,2010-12-23,25-34,Female
12586,Customer 12586,customer12586@retail.example.com,Italy,Europe,2009-12-16,45-54,Male
12587,Customer 12587,customer12587@retail.example.com,Finland,Europe,2011-12-02,25-34,Female
12588,Customer 12588,customer12588@retail.example.com,Finland,Europe,2010-04-21,18-24,Female
12589,Customer 12589,customer12589@retail.example.com,France,Europe,2010-01-19,35-44,Male
12590,Customer 12590,customer12590@retail.example.com,Germany,Europe,2011-05-12,25-34,Female
12591,Customer 12591,customer12591@retail.example.com,Italy,Europe,2010-10-27,55+,Female
12592,Customer 12592,customer12592@retail.example.com,Germany,Europe,2010-07-08,55+,Female
12593,Customer 12593,customer12593@retail.example.com,France,Europe,2011-05-05,55+,Male
12594,Customer 12594,customer12594@retail.example.com,Italy,Europe,2010-03-03,25-34,Female
12595,Customer 12595,customer12595@retail.example.com,Germany,Europe,2010-07-23,18-24,Male
12596,Customer 12596,customer12596@retail.example.com,Spain,Europe,2011-04-11,55+,Female
12597,Customer 12597,customer12597@retail.example.com,Spain,Europe,2011-03-16,35-44,Male
12598,Customer 12598,customer12598@retail.example.com,France,Europe,2010-03-01,55+,Female
12599,Customer 12599,customer12599@retail.example.com,France,Europe,2010-05-11,55+,Male
12600,Customer 12600,customer12600@retail.example.com,Germany,Europe,2009-12-07,45-54,Female
12601,Customer 12601,customer12601@retail.example.com,Germany,Europe,2010-10-31,25-34,Male
12602,Customer 12602,customer12602@retail.example.com,France,Europe,2011-10-12,25-34,Female
12603,Customer 12603,customer12603@retail.example.com,Germany,Europe,2011-11-18,45-54,Female
12604,Customer 12604,customer12604@retail.example.com,France,Europe,2011-03-23,25-34,Female
12605,Customer 12605,customer12605@retail.example.com,Germany,Europe,2010-09-07,25-34,Female
12607,Customer 12607,customer12607@retail.example.com,USA,North America,2011-10-10,35-44,Female
12608,Customer 12608,customer12608@retail.example.com,United Kingdom,Europe,2010-10-31,55+,Male
12609,Customer 12609,customer12609@retail.example.com,Germany,Europe,2009-12-20,35-44,Other
12610,Customer 12610,customer12610@retail.example.com,Italy,Europe,2011-08-05,35-44,Female
12611,Customer 12611,customer12611@retail.example.com,Italy,Europe,2011-10-18,18-24,Male
12612,Customer 12612,customer12612@retail.example.com,Germany,Europe,2011-09-26,35-44,Female
12613,Customer 12613,customer12613@retail.example.com,Germany,Europe,2009-12-14,55+,Female
12614,Customer 12614,customer12614@retail.example.com,Germany,Europe,2011-03-07,25-34,Male
12615,Customer 12615,customer12615@retail.example.com,France,Europe,2010-03-18,35-44,Male
12616,Customer 12616,customer12616@retail.example.com,France,Europe,2010-11-16,45-54,Other
12617,Customer 12617,customer12617@retail.example.com,France,Europe,2011-11-10,45-54,Female
12618,Customer 12618,customer12618@retail.example.com,Italy,Europe,2011-11-18,35-44,Male
12619,Customer 12619,customer12619@retail.example.com,Germany,Europe,2010-05-28,45-54,Female
12620,Customer 12620,customer12620@retail.example.com,France,Europe,2011-05-19,25-34,Female
12621,Customer 12621,customer12621@retail.example.com,Germany,Europe,2010-02-09,25-34,Female
12622,Customer 12622,customer12622@retail.example.com,Germany,Europe,2011-04-21,45-54,Other
12623,Customer 12623,customer12623@retail.example.com,Germany,Europe,2010-01-12,45-54,Male
12624,Customer 12624,customer12624@retail.example.com,France,Europe,2011-06-15,45-54,Male
12625,Customer 12625,customer12625@retail.example.com,Germany,Europe,2010-04-22,55+,Female
12626,Customer 12626,customer12626@retail.example.com,Germany,Europe,2011-01-17,35-44,Female
12627,Customer 12627,customer12627@retail.example.com,Germany,Europe,2011-07-22,35-44,Female
12628,Customer 12628,customer12628@retail.example.com,Germany,Europe,2011-10-06,45-54,Female
12629,Customer 12629,customer12629@retail.example.com,Sweden,Europe,2010-10-12,35-44,Female
12630,Customer 12630,customer12630@retail.example.com,Finland,Europe,2011-10-27,45-54,Male
12631,Customer 12631,customer12631@retail.example.com,Finland,Europe,2010-01-15,45-54,Female
12632,Customer 12632,customer12632@retail.example.com,Germany,Europe,2010-05-24,55+,Female
12633,Customer 12633,customer12633@retail.example.com,Germany,Europe,2010-07-02,25-34,Female
12634,Customer 12634,customer12634@retail.example.com,USA,North America,2010-06-09,25-34,Female
12635,Customer 12635,customer12635@retail.example.com,Germany,Europe,2010-09-09,18-24,Female
12637,Customer 12637,customer12637@retail.example.com,France,Europe,2010-06-14,35-44,Male
12638,Customer 12638,customer12638@retail.example.com,Sweden,Europe,2010-03-10,18-24,Male
12639,Customer 12639,customer12639@retail.example.com,Sweden,Europe,2010-03-22,35-44,Male
12640,Customer 12640,customer12640@retail.example.com,France,Europe,2011-09-19,35-44,Female
12641,Customer 12641,customer12641@retail.example.com,Sweden,Europe,2011-08-16,25-34,Female
12642,Customer 12642,customer12642@retail.example.com,Germany,Europe,2011-08-24,35-44,Female
12643,Customer 12643,customer12643@retail.example.com,France,Europe,2010-04-07,18-24,Male
12644,Customer 12644,customer12644@retail.example.com,Germany,Europe,2010-01-14,18-24,Male
12645,Customer 12645,customer12645@retail.example.com,Germany,Europe,2010-02-09,45-54,Female
12646,Customer 12646,customer12646@retail.example.com,USA,North America,2011-10-21,25-34,Female
12647,Customer 12647,customer12647@retail.example.com,Germany,Europe,2010-01-13,25-34,Female
12648,Customer 12648,customer12648@retail.example.com,Germany,Europe,2010-01-07,35-44,Male
12649,Customer 12649,customer12649@retail.example.com,Germany,Europe,2010-01-12,45-54,Male
12650,Customer 12650,customer12650@retail.example.com,France,Europe,2011-12-06,25-34,Female
12651,Customer 12651,customer12651@retail.example.com,France,Europe,2010-08-31,35-44,Female
12652,Customer 12652,customer12652@retail.example.com,Germany,Europe,2010-10-01,18-24,Female
12653,Customer 12653,customer12653@retail.example.com,Israel,Other,2010-07-01,18-24,Female
12654,Customer 12654,customer12654@retail.example.com,Germany,Europe,2011-02-17,35-44,Female
12655,Customer 12655,customer12655@retail.example.com,France,Europe,2010-10-12,35-44,Female
12656,Customer 12656,customer12656@retail.example.com,France,Europe,2010-05-26,35-44,Male
12657,Customer 12657,customer12657@retail.example.com,France,Europe,2011-09-22,45-54,Male
12658,Customer 12658,customer12658@retail.example.com,Germany,Europe,2011-11-21,55+,Female
12659,Customer 12659,customer12659@retail.example.com,France,Europe,2011-11-10,35-44,Male
12660,Customer 12660,customer12660@retail.example.com,France,Europe,2011-11-28,25-34,Female
12661,Customer 12661,customer12661@retail.example.com,Sweden,Europe,2010-09-29,45-54,Female
12662,Customer 12662,customer12662@retail.example.com,Germany,Europe,2010-04-01,25-34,Female
12663,Customer 12663,customer12663@retail.example.com,Germany,Europe,2010-02-09,35-44,Female
12664,Customer 12664,customer12664@retail.example.com,Finland,Europe,2009-12-13,18-24,Female
12665,Customer 12665,customer12665@retail.example.com,Germany,Europe,2010-02-08,18-24,Female
12666,Customer 12666,customer12666@retail.example.com,Israel,Other,2010-11-10,55+,Female
12667,Customer 12667,customer12667@retail.example.com,Finland,Europe,2011-10-12,45-54,Other
12668,Customer 12668,customer12668@retail.example.com,Germany,Europe,2010-01-31,35-44,Female
